title,price,location,time,status,category,seller_nickname,description,image_count,chat_count,interest_count,view_count,manner_temperature,url
[자급제/미개봉] 아이폰17프로맥스 전색상 판매합니다,"1,920,000원",대전 서구 둔산동,끌올 2시간 전,판매중,디지털기기,직거래만,"개봉하지 않은 미개봉 새상품입니다 통신사제품이 아닌 자급제입니다. 애플공식샵에서 구매한제품입니다. 기종 : 아이폰17프로맥스 용량 : 256G 구매가능색상 : 오렌지192, 블루193, 실버195 상태 : 개봉하지 않은 완전새제품 통신사,알뜰폰 상관없이 유심만넣고 바로 사용하시면 됩니다 네고는 불가합니다 선물용으로도 가능합니다 현금인출거래합니다 계좌이체 195, 196, 198만원 안팔리면 업체넘깁니다 품절시 글내립니다",6,11,5,359,39.7°C,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EC%A0%84%EC%83%89%EC%83%81-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-2hhans63x3rg/
"[자급제/미개봉] 아이폰17 화이트,블랙 판매합니다","1,140,000원",대전 서구 둔산동,끌올 2시간 전,판매중,디지털기기,직거래만,"개봉하지 않은 미개봉 새상품입니다 통신사제품이 아닌 자급제입니다. 애플공식샵에서 구매한제품입니다. 기종 : 아이폰17 용량 : 256G 구매가능색상 : 화이트, 블랙 상태 : 개봉하지 않은 완전새제품 통신사,알뜰폰 상관없이 유심만넣고 바로 사용하시면 됩니다 네고는 불가합니다 선물용으로도 가능합니다 현금인출거래합니다 계좌이체 117만원 안팔리면 업체넘깁니다",8,22,32,1590,39.7°C,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017-%ED%99%94%EC%9D%B4%ED%8A%B8-%EB%B8%94%EB%9E%99-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-pdcioriebtkv/
어항 케이스 RTX2060 장착 본체,"595,000원",대전 서구 둔산동,끌올 2시간 전,판매중,디지털기기,스더,컴퓨터 잘 아시는 분이면 더 만족하실 사양입니다. RTX2060 들어간 가성비 본체예요. 사양 i5-9400F / RAM 16GB SSD 256GB / RTX 2060 파워 600W  본체 59만5천원  가성비 좋게 가져가세요!  문의주세요,5,2,9,396,36.9°C,https://www.daangn.com/kr/buy-sell/%EC%96%B4%ED%95%AD-%EC%BC%80%EC%9D%B4%EC%8A%A4-rtx2060-%EC%9E%A5%EC%B0%A9-%EB%B3%B8%EC%B2%B4-sxu7vnp5gnc9/
가성비 사무용 PC / 윈도우11 + 오피스 풀세팅,"320,000원",대전 서구 둔산동,끌올 2시간 전,판매중,디지털기기,스더,"여러 대 구매 후 사용하지 않고 보관만 해둔 PC입니다. 사무용, 재택근무, 학업용으로 충분한 사양이고 어항 케이스라 책상 위에 두면 보기에도 좋습니다. 윈도우11 정품 및 오피스(엑셀/워드/PPT/한글) 설치 완료. 코드만 꽂고 바로 사용하세요. 사양 i5 6세대 SSD 256GB 삼성 8GB RAM 인텔 내장그래픽 500W 파워 32만원에 판매합니다.",5,3,11,785,36.9°C,https://www.daangn.com/kr/buy-sell/%EA%B0%80%EC%84%B1%EB%B9%84-%EC%82%AC%EB%AC%B4%EC%9A%A9-pc-%EC%9C%88%EB%8F%84%EC%9A%B011-%EC%98%A4%ED%94%BC%EC%8A%A4-%ED%92%80%EC%84%B8%ED%8C%85-p34trz73n9k4/
롤 배그 로아 잘 돌아가는 고사양 PC,"800,000원",대전 서구 둔산동,끌올 2시간 전,판매중,디지털기기,스더,"롤 풀옵 / 발로 풀옵 / 배그 상옵 / 로아 상옵 등 원활하게 돌아가는 사양입니다.  고사양이라 작업용으로도 쾌적하게 가능해요  윈도우랑 오피스 다 정품인증되어 있으니 코드 꼽으시고 바로 사용하시면 됩니다  -CPU i5 10400F -SSD 256기가 -그래픽카드 RTX3070 -램 16기가 -파워 700W 편하게 문의주세요 ^^",5,0,5,347,36.9°C,https://www.daangn.com/kr/buy-sell/%EB%A1%A4-%EB%B0%B0%EA%B7%B8-%EB%A1%9C%EC%95%84-%EC%9E%98-%EB%8F%8C%EC%95%84%EA%B0%80%EB%8A%94-%EA%B3%A0%EC%82%AC%EC%96%91-pc-147axcbr7zum/
갤럭시 Z 폴드7 클리어 케이스 새상품,"15,000원",대전 서구 둔산동,2시간 전,판매중,디지털기기,겔포스,(일괄)갤럭시 Z 폴드7 클리어 케이스 새상품입니다 패키지 내용물: - 클리어 케이스 1개 - Anti-reflecting Film 2개 - Micro Fiber Cleaner 1개 - 먼지 제거 스티커 1개 - 설치 가이드 2개,8,0,4,28,54.0°C,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-%ED%81%B4%EB%A6%AC%EC%96%B4-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%83%88%EC%83%81%ED%92%88-te6csyjxm5vy/
나이키 베이퍼맥스 Off-White,"66,000원",대전 서구 둔산동,끌올 2시간 전,판매중,남성패션/잡화,히히,"나이키 베이퍼맥스 Off-White 제품입니다 전체적으로 사용감은 있지만, 독특한 디자인이 매력적입니다 ""AIR"" 문구와 ""SHOELACES"" 디테일이 돋보입니다 사이즈 240 경기가어려워서 팝니다 쿨거시 에누리해드림",7,0,3,1313,42.9°C,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B4%ED%82%A4-%EB%B2%A0%EC%9D%B4%ED%8D%BC%EB%A7%A5%EC%8A%A4-off-white-im2rw4mghxng/
코닥 미니샷3 레트로 C300R 옐로우 + 카메라 가방 + 필름 130매,"180,000원",대전 서구 둔산동,끌올 3시간 전,판매중,디지털기기,멍멍,코닥 미니샷3 레트로 C300R 옐로우 색상입니다. 즉석카메라도 되고 폰과 연결하여 사진 인화도 됩니다. 전용 카메라 가방과 카트리지 130매(30매*4박스+10매) 함께 팔아요.,5,0,3,42,38.5°C,https://www.daangn.com/kr/buy-sell/%EC%BD%94%EB%8B%A5-%EB%AF%B8%EB%8B%88%EC%83%B73-%EB%A0%88%ED%8A%B8%EB%A1%9C-c300r-%EC%98%90%EB%A1%9C%EC%9A%B0-%EC%B9%B4%EB%A9%94%EB%9D%BC-%EA%B0%80%EB%B0%A9-%ED%95%84%EB%A6%84-130%EB%A7%A4-jc16yez8a532/
컬러풀 RTX 3060 BATTLEAX 8GB,"100,000원",대전 서구 둔산동,3시간 전,판매중,디지털기기,건실한청년,"컬러풀 RTX 3060 BATTLEAX 8GB 그래픽 카드입니다 모니터 깨지는 고장 있습니다  As 기간 X  수리해서 사용하시거나  부품용으로 구매하세요 중고 거래 특성상 교환 , 환불 X",5,1,4,178,39.3°C,https://www.daangn.com/kr/buy-sell/%EC%BB%AC%EB%9F%AC%ED%92%80-rtx-3060-battleax-8gb-1d4ct7saku1w/
아임낫어휴먼비잉 MA-1 항공 봄버 자켓,"30,000원",대전 서구 둔산동,3시간 전,판매중,남성패션/잡화,olol,아임낫어휴먼비잉 MA-1 항공 봄버 자켓입니다 블랙 색상이고 독특한 프린팅이 포인트입니다 - 가볍고 활동성이 좋아요 - 튼튼한 내구성을 자랑합니다 약간의 사용감 있지만 전체적으로 상태 좋습니다,6,0,0,30,41.4°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9E%84%EB%82%AB%EC%96%B4%ED%9C%B4%EB%A8%BC%EB%B9%84%EC%9E%89-ma-1-%ED%95%AD%EA%B3%B5-%EB%B4%84%EB%B2%84-%EC%9E%90%EC%BC%93-x22866q3mvjd/
SKT A175 키즈폰 특가 / 현금 0원,10원,대전 서구 둔산동,끌올 3시간 전,판매중,디지털기기,치치타타,"SKT 키즈폰 A175 공짜 진행합니다 	•	✔ 기기값 0원 (현금 X, 할부 X) 	•	✔ 1년 선택약정 할인 적용 	•	✔ 월 요금 14,850원 	•	✔ 키즈폰 / 학생폰 추천 	•	✔ 새 제품 / 미개봉 ⸻ 📌 조건 	•	SKT 신규 / 번호이동 가능 	•	약정 12개월 	•	요금제 변경·부가서비스 강요 없음 ⸻ 📌 이런 분께 추천 	•	자녀 첫 휴대폰 	•	위치 확인·통화 위주 사용 	•	저렴한 월요금 원하시는 분 ⸻ 📌 진행 방식 	•	상담 → 조건 확인 → 개통 	•	비대면 가능 / 빠른 개통 채팅 주세요 😊",5,0,0,13,36.5°C,https://www.daangn.com/kr/buy-sell/skt-a175-%ED%82%A4%EC%A6%88%ED%8F%B0-%ED%8A%B9%EA%B0%80-%ED%98%84%EA%B8%88-0%EC%9B%90-bboy395h4kk7/
아디다스 맨투맨 새상품,"20,000원",대전 서구 둔산동,끌올 3시간 전,판매중,남성패션/잡화,매일이방학이었으면,"실착 0회 새상품이고, 기모가 있어 한겨울에도 따뜻합니다. 총장 70 가슴 50",6,4,12,379,38.5°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EB%94%94%EB%8B%A4%EC%8A%A4-%EB%A7%A8%ED%88%AC%EB%A7%A8-%EC%83%88%EC%83%81%ED%92%88-tebgq72npg7k/
블랙 조거 팬츠,"7,000원",대전 서구 둔산동,끌올 3시간 전,판매중,남성패션/잡화,매일이방학이었으면,사이즈가 맞지 않아 판매합니다. 허리 28 허벅지 24 총장 87,6,1,3,191,38.5°C,https://www.daangn.com/kr/buy-sell/%EB%B8%94%EB%9E%99-%EC%A1%B0%EA%B1%B0-%ED%8C%AC%EC%B8%A0-14ssyrnsmiuk/
마크곤잘레스(와릿이즌) S 가디건,"10,000원",대전 서구 둔산동,끌올 3시간 전,판매중,남성패션/잡화,매일이방학이었으면,깔끔한 디자인이고 거의 새상품입니다. S 사이즈에 연브라운색입니다. 총장 63 가슴 56 중고거래 특성상 환불은 어렵습니다.,7,1,2,101,38.5°C,https://www.daangn.com/kr/buy-sell/%EB%A7%88%ED%81%AC%EA%B3%A4%EC%9E%98%EB%A0%88%EC%8A%A4-%EC%99%80%EB%A6%BF%EC%9D%B4%EC%A6%8C-s-%EA%B0%80%EB%94%94%EA%B1%B4-wfwdkuyq6gyf/
CU 농심 츄파춥스 기프티콘,나눔,대전 서구 둔산동,3시간 전,판매중,티켓/교환권,내계정어디감,CU에서 사용 가능한 농심 츄파춥스 12g 기프티콘입니다 유효기간은 2026년 2월 12일까지입니다,5,2,0,15,94.1°C,https://www.daangn.com/kr/buy-sell/cu-%EB%86%8D%EC%8B%AC-%EC%B8%84%ED%8C%8C%EC%B6%A5%EC%8A%A4-%EA%B8%B0%ED%94%84%ED%8B%B0%EC%BD%98-5fyabgqtdnui/
나이키 구스,"60,000원",대전 중구 문창동,끌올 3시간 전,판매중,남성패션/잡화,유리,나이키구스  후드다운 550필파워 서울롯데매장에서  32만원대에 구매했어요  브랜드: 나이키 사이즈:100 충전재: 거위솜털 75% 깃털25 엄청 가볍고 따뜻합니다  옷컨디션 좋은편이예요  하자한군데도 없고 깨끗합니다  엉덩이 살짝덮는 길이감 모자 탈부착안됩니다. 시간맞추기가 어려워 당분간 택배거래만합니다 ⏩️택배비포함 가격입니다.,11,1,22,2198,41.1°C,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B4%ED%82%A4-%EA%B5%AC%EC%8A%A4-opxyk698dypy/
레노버 Ideapad 110S 노트북 부품용,"45,000원",대전 서구 둔산동,끌올 3시간 전,판매중,디지털기기,자연보호,"레노버 Ideapad 110S 노트북 부품용  충전기 포함ㆍ키보드 작동 안됩니다ㆍ 중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",9,0,2,90,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%A0%88%EB%85%B8%EB%B2%84-ideapad-110s-%EB%85%B8%ED%8A%B8%EB%B6%81-%EB%B6%80%ED%92%88%EC%9A%A9-nitjhdtqqrxu/
리바이스 514 청바지,"10,000원",대전 서구 둔산동,끌올 3시간 전,판매중,남성패션/잡화,자연보호,"리바이스 514 청바지 W30 L32 사이즈입니다 약간의 사용감은 있지만 전체적으로 상태는 괜찮습니다ㆍ중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",8,0,2,120,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%A6%AC%EB%B0%94%EC%9D%B4%EC%8A%A4-514-%EC%B2%AD%EB%B0%94%EC%A7%80-one3qfujbj47/
리바이스 청바지,"15,000원",대전 서구 둔산동,끌올 3시간 전,판매중,남성패션/잡화,자연보호,"리바이스 514 청바지 W32 L34 사이즈입니다 약간의 사용감 있습니다ㆍ중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",8,0,6,238,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%A6%AC%EB%B0%94%EC%9D%B4%EC%8A%A4-%EC%B2%AD%EB%B0%94%EC%A7%80-fjpfar5v35pd/
미니 빔프로젝터,"45,000원",대전 서구 둔산동,끌올 3시간 전,판매중,디지털기기,자연보호,"SMARTPICO Wireless P1 미니 빔프로젝터입니다 휴대하기 좋은 미니 사이즈입니다ㆍ 중고라서 물건에 큰 하자 없으면 교환, 환불은 어려운 점 이해 부탁드려요~",9,1,23,604,84.8°C,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EB%8B%88-%EB%B9%94%ED%94%84%EB%A1%9C%EC%A0%9D%ED%84%B0-1u4fhzbpofec/
신세계 상품권 10만원권(2장),"190,000원",대전 서구 둔산동,3시간 전,판매중,티켓/교환권,gokimjk,신세계 상품권 10만원권입니다 필요하신 분 채팅 주세요!,5,5,1,48,56.3°C,https://www.daangn.com/kr/buy-sell/%EC%8B%A0%EC%84%B8%EA%B3%84-%EC%83%81%ED%92%88%EA%B6%8C-10%EB%A7%8C%EC%9B%90%EA%B6%8C-2%EC%9E%A5-w76nmqcu31vq/
"삼성 잉크 M260, C260 미개봉 새제품","20,000원",대전 서구 둔산동,3시간 전,판매중,디지털기기,썬키스트임,삼성 잉크 카트리지 M260 (검정) 및 C260 (컬러) 잉크입니다. 미개봉 새제품 입니다. 프린트 바꾸게돼서 판매해요~ 연락주세요 두 개 같이 하시면 개 당 2만원에 해드릴게요,5,0,0,3,36.8°C,https://www.daangn.com/kr/buy-sell/%EC%82%BC%EC%84%B1-%EC%9E%89%ED%81%AC-m260-c260-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%83%88%EC%A0%9C%ED%92%88-jor1ghpr9ntd/
아이패드 에어 5세대 64GB Wi-Fi + Cellular,"550,000원",대전 서구 둔산동,3시간 전,판매중,디지털기기,중고최고,애플 아이패드 에어 5세대입니다 - 64GB 저장 공간 - Wi-Fi + Cellular 모델 - 핑크 색상 - 배터리성능 100% - 케이스 포함 - 액정보호필름 부착되어 있습니다. - 얇고 가벼운 디자인으로 휴대성이 좋습니다  - 사진에서 보시는 것처럼 상태는 양호합니다 - 흠집 기스 없습니다  - 박스도 함께 드립니다,14,1,4,28,44.5°C,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8C%A8%EB%93%9C-%EC%97%90%EC%96%B4-5%EC%84%B8%EB%8C%80-64gb-wi-fi-cellular-nhhs2tajjqji/
메가MGC커피 아이스 아메리카노 기프티콘,"1,600원",대전 서구 둔산동,3시간 전,판매중,e쿠폰,하늘별,"유효기간 - 2026.03.14 이용 안내 - 유효기간 연장, 교환이나 환불이 불가능합니다.",5,1,0,8,53.5°C,https://www.daangn.com/kr/buy-sell/%EB%A9%94%EA%B0%80mgc%EC%BB%A4%ED%94%BC-%EC%95%84%EC%9D%B4%EC%8A%A4-%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4%EB%85%B8-%EA%B8%B0%ED%94%84%ED%8B%B0%EC%BD%98-zxn2zhthaim3/
"[삽니다] 아이폰17프로,프로맥스 미개봉으로 구매합니다","2,950,000원",대전 서구 둔산동,끌올 3시간 전,판매중,디지털기기,직거래,"선물용으로 구매하는거라 외관박스도 깨끗한걸로 구매합니다 파손,찌그러짐X 미개봉으로 구매합니다 아이폰17 - 108 [512G는 129] 아이폰17에어 - 112 [512G는 124, 1TB는 126] 아이폰17프로 - 164 [512G은 193, 1TB는 220] 아이폰17프로맥스 - 187 [512G는 216, 1TB는 241, 2TB는 294] 선호색상이 있어서 색상마다 달라서 문의주세요 * 여러대 가지고있으면 다같이 구매가능합니다 위 희망가격으로 구해봅니다 쿠팡, 애플샵 등 자급제(통신사폰X)로 구매합니다 * 통신사폰은 미개봉으로 따로 말씀해주세요 * 단순개봉 따로 말씀해주세요",5,10,3,364,40.8°C,https://www.daangn.com/kr/buy-sell/%EC%82%BD%EB%8B%88%EB%8B%A4-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C-%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EB%AF%B8%EA%B0%9C%EB%B4%89%EC%9C%BC%EB%A1%9C-%EA%B5%AC%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-36r7fmsmaupv/
노스페이스 리버톤 온볼 롱패딩 110사이즈,"150,000원",대전 유성구 원신흥동,끌올 3시간 전,판매중,남성패션/잡화,이꼬비,노스페이스 리버톤 온볼 롱패딩 리얼블랙색상이며 사이즈는 XXL (105-110)입니다 재작년에 구매후 몇번 안입어서 상태 좋습니다 로고가 블랙색상이라 부담없이 입기 좋습니다 ON a Ball 충전재를 사용하여 보온성이 뛰어나요 - 가벼운 무게로 활동성이 좋아요 - 겨울철 따뜻하게 입을 수 있어요 꼭 구매 하실분만 연락주세요,11,0,3,60,38.1°C,https://www.daangn.com/kr/buy-sell/%EB%85%B8%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%EB%A6%AC%EB%B2%84%ED%86%A4-%EC%98%A8%EB%B3%BC-%EB%A1%B1%ED%8C%A8%EB%94%A9-110%EC%82%AC%EC%9D%B4%EC%A6%88-5cc3r5u78ha6/
(W) 나이키 덩크 하이 SE 세일블랙 270mm 판매합니다!,"30,000원",대전 서구 둔산동,끌올 3시간 전,판매중,남성패션/잡화,뽀짝이,(W) 나이키 덩크 하이 SE 세일블랙 270mm 판매합니다! 구매하고 3번정도 신고 보관만 해놓은 신발입니다! 신축선 신발끈으로 교체해놨고 신발 혀 부분에 오염이 있어서 저렴하게 판매합니다! (박스X) 채팅주세요~ 직거래는 시청역 5번 출구앞에서 가능합니다!^^ 직거래는 중촌동 금호아파트앞에서 가능합니다^^ 중고거래 특성상 구매후 교환이나 환불은 어렵습니다.,11,3,19,715,41.3°C,https://www.daangn.com/kr/buy-sell/w-%EB%82%98%EC%9D%B4%ED%82%A4-%EB%8D%A9%ED%81%AC-%ED%95%98%EC%9D%B4-se-%EC%84%B8%EC%9D%BC%EB%B8%94%EB%9E%99-270mm-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-wvcmix1wdesq/
(새상품)폴로 랄프로렌 반팔티셔츠 네이비L,"35,000원",대전 서구 둔산동,끌올 3시간 전,판매중,남성패션/잡화,모찌언니,"폴로 랄프로렌 남성 네이비 반팔 티셔츠 새상품입니다 사이즈는 LG-170/96A 이고, 면 100% 재질입니다 깔끔한 디자인으로 어디에나 잘 어울립니다 환불,교환❌ 인사.찌르기사절 네고,비매너❌ 불펌금지😩 노쇼차단합니다ㅜ 선입금우선거래 택배(당일택배) 저렴히 올린 금액이니  말도 안되는 에눌은 대화는 정중히 사양하겠습니다🙏 택배요청시 3천원 추가비용~",7,0,8,101,63.6°C,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%ED%8F%B4%EB%A1%9C-%EB%9E%84%ED%94%84%EB%A1%9C%EB%A0%8C-%EB%B0%98%ED%8C%94%ED%8B%B0%EC%85%94%EC%B8%A0-%EB%84%A4%EC%9D%B4%EB%B9%84l-ye59f4r88878/
바버 리데스데일 퀼팅 자켓,"75,000원",서울시 서초구 잠원동,끌올 3시간 전,판매중,남성패션/잡화,흰둥이,"바버 리데스데일 퀼팅 자켓입니다 블랙 색상이고, 100% 폴리에스터 소재입니다 - 퀼팅 디자인으로 보온성이 좋습니다 - 가볍고 활동성이 좋습니다 - 캐주얼한 스타일 연출에 용이합니다 사이즈는 S표기이나 슬림핏 100이상 가능합니다 유럽사이즈라..실측 비교해주세요. 상태는 아주 좋아요. 가슴품 57 총기장 78 안녕하세요. 찔러보기 안해요.과도한 에누리 안돼요. 교환,환불 안되니 신중하게 구매해 주세요^^ 입금 먼저 하신분께 판매합니다. 당근페이 가능해요 택배 선호해요^^ 일반택배 3500원 반값택배 2,000원(GS) 직거래는 1.유성온천역  우리은행 앞                 2.갈마육교 스타벅스 앞 비대면 문고리; 유성 ※ 확인하고 연락 주세요^^ ※ 예민하고 민감하신분은 다른분과 거래 해주세요.     깨끗한것만 거래하고 있어요.하지만 미처 발견못한      사용감 이해해 주실 착한 분을 만나고 싶어요^^",14,1,11,580,54.9°C,https://www.daangn.com/kr/buy-sell/%EB%B0%94%EB%B2%84-%EB%A6%AC%EB%8D%B0%EC%8A%A4%EB%8D%B0%EC%9D%BC-%ED%80%BC%ED%8C%85-%EC%9E%90%EC%BC%93-a9rofakxu7ux/
