title,price,location,time,status,category,seller_nickname,image_count,chat_count,interest_count,view_count,manner_temperature,description,url
신세계 상품권 10만원권(2장),"190,000원",대전 서구 둔산동,3시간 전,판매중,티켓/교환권,gokimjk,5,5,1,48,56.3°C,신세계 상품권 10만원권입니다 필요하신 분 채팅 주세요!,https://www.daangn.com/kr/buy-sell/%EC%8B%A0%EC%84%B8%EA%B3%84-%EC%83%81%ED%92%88%EA%B6%8C-10%EB%A7%8C%EC%9B%90%EA%B6%8C-2%EC%9E%A5-w76nmqcu31vq/
아이패드 에어 5세대 64GB Wi-Fi + Cellular,"550,000원",대전 서구 둔산동,3시간 전,판매중,디지털기기,중고최고,14,1,4,28,44.5°C,애플 아이패드 에어 5세대입니다 - 64GB 저장 공간 - Wi-Fi + Cellular 모델 - 핑크 색상 - 배터리성능 100% - 케이스 포함 - 액정보호필름 부착되어 있습니다. - 얇고 가벼운 디자인으로 휴대성이 좋습니다  - 사진에서 보시는 것처럼 상태는 양호합니다 - 흠집 기스 없습니다  - 박스도 함께 드립니다,https://www.daangn.com/kr/buy-sell/%EC%95%84%EC%9D%B4%ED%8C%A8%EB%93%9C-%EC%97%90%EC%96%B4-5%EC%84%B8%EB%8C%80-64gb-wi-fi-cellular-nhhs2tajjqji/
"[삽니다] 아이폰17프로,프로맥스 미개봉으로 구매합니다","2,950,000원",대전 서구 둔산동,끌올 3시간 전,판매중,디지털기기,직거래,5,10,3,365,40.8°C,"선물용으로 구매하는거라 외관박스도 깨끗한걸로 구매합니다 파손,찌그러짐X 미개봉으로 구매합니다 아이폰17 - 108 [512G는 129] 아이폰17에어 - 112 [512G는 124, 1TB는 126] 아이폰17프로 - 164 [512G은 193, 1TB는 220] 아이폰17프로맥스 - 187 [512G는 216, 1TB는 241, 2TB는 294] 선호색상이 있어서 색상마다 달라서 문의주세요 * 여러대 가지고있으면 다같이 구매가능합니다 위 희망가격으로 구해봅니다 쿠팡, 애플샵 등 자급제(통신사폰X)로 구매합니다 * 통신사폰은 미개봉으로 따로 말씀해주세요 * 단순개봉 따로 말씀해주세요",https://www.daangn.com/kr/buy-sell/%EC%82%BD%EB%8B%88%EB%8B%A4-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C-%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-%EB%AF%B8%EA%B0%9C%EB%B4%89%EC%9C%BC%EB%A1%9C-%EA%B5%AC%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-36r7fmsmaupv/
노스페이스 리버톤 온볼 롱패딩 110사이즈,"150,000원",대전 유성구 원신흥동,끌올 3시간 전,판매중,남성패션/잡화,이꼬비,11,0,4,61,38.1°C,노스페이스 리버톤 온볼 롱패딩 리얼블랙색상이며 사이즈는 XXL (105-110)입니다 재작년에 구매후 몇번 안입어서 상태 좋습니다 로고가 블랙색상이라 부담없이 입기 좋습니다 ON a Ball 충전재를 사용하여 보온성이 뛰어나요 - 가벼운 무게로 활동성이 좋아요 - 겨울철 따뜻하게 입을 수 있어요 꼭 구매 하실분만 연락주세요,https://www.daangn.com/kr/buy-sell/%EB%85%B8%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%EB%A6%AC%EB%B2%84%ED%86%A4-%EC%98%A8%EB%B3%BC-%EB%A1%B1%ED%8C%A8%EB%94%A9-110%EC%82%AC%EC%9D%B4%EC%A6%88-5cc3r5u78ha6/
바버 리데스데일 퀼팅 자켓,"75,000원",서울시 서초구 잠원동,끌올 4시간 전,판매중,남성패션/잡화,흰둥이,14,1,11,580,54.9°C,"바버 리데스데일 퀼팅 자켓입니다 블랙 색상이고, 100% 폴리에스터 소재입니다 - 퀼팅 디자인으로 보온성이 좋습니다 - 가볍고 활동성이 좋습니다 - 캐주얼한 스타일 연출에 용이합니다 사이즈는 S표기이나 슬림핏 100이상 가능합니다 유럽사이즈라..실측 비교해주세요. 상태는 아주 좋아요. 가슴품 57 총기장 78 안녕하세요. 찔러보기 안해요.과도한 에누리 안돼요. 교환,환불 안되니 신중하게 구매해 주세요^^ 입금 먼저 하신분께 판매합니다. 당근페이 가능해요 택배 선호해요^^ 일반택배 3500원 반값택배 2,000원(GS) 직거래는 1.유성온천역  우리은행 앞                 2.갈마육교 스타벅스 앞 비대면 문고리; 유성 ※ 확인하고 연락 주세요^^ ※ 예민하고 민감하신분은 다른분과 거래 해주세요.     깨끗한것만 거래하고 있어요.하지만 미처 발견못한      사용감 이해해 주실 착한 분을 만나고 싶어요^^",https://www.daangn.com/kr/buy-sell/%EB%B0%94%EB%B2%84-%EB%A6%AC%EB%8D%B0%EC%8A%A4%EB%8D%B0%EC%9D%BC-%ED%80%BC%ED%8C%85-%EC%9E%90%EC%BC%93-a9rofakxu7ux/
삼성 M7 32인치 삼탠바이미,"290,000원",대전 서구 괴정동,끌올 4시간 전,판매중,디지털기기,쩌는웅니,7,10,67,1456,19.9°C,"삼성 스마트 모니터 M7 32인치와 삼탠바이미 스탠드입니다 사진처럼 화면 잘 나오고, 리모컨도 포함되어 있습니다 넷플릭스, 유튜브 등 다양한 OTT 서비스를 바로 즐길 수 있어 편리합니다",https://www.daangn.com/kr/buy-sell/%EC%82%BC%EC%84%B1-m7-32%EC%9D%B8%EC%B9%98-%EC%82%BC%ED%83%A0%EB%B0%94%EC%9D%B4%EB%AF%B8-x1e6ietxgiuy/
instax mini11 블러쉬 핑크 새상품,"100,000원",대전 서구 둔산동,4시간 전,판매중,디지털기기,이웃집토박이,7,0,0,7,41.2°C,"후지필름 인스탁스 미니11 블러쉬 핑크 새상품입니다 - 가볍고 사용하기 쉬운 즉석카메라입니다 - 자동 노출 기능으로 어떤 환경에서도 선명한 사진을 얻을 수 있습니다 - 셀피 모드로 간편하게 셀카를 찍을 수 있습니다 박스, 카메라 본체, AA 배터리 2개 포함되어 있습니다 사진찍으려고 처음 박스 뜯어봤어요 완전 새상품입니다",https://www.daangn.com/kr/buy-sell/instax-mini11-%EB%B8%94%EB%9F%AC%EC%89%AC-%ED%95%91%ED%81%AC-%EC%83%88%EC%83%81%ED%92%88-9a241cm5oape/
코러스 라벨프린터 CR-1246AD,"68,000원",대전 유성구 원신흥동,끌올 4시간 전,판매중,디지털기기,나야,10,2,1,30,35.7°C,코러스라벨프린터 상태 최상 바코드라벨 상품라벨 QR라벨 다 출력 가능합니다 노잉크 스티커라 종이 스티커만 끼워서 쓰시면 됩니다 아주 간편해요 50*40 노잉크 종이스티커 2롤 함께 드립니다,https://www.daangn.com/kr/buy-sell/%EC%BD%94%EB%9F%AC%EC%8A%A4-%EB%9D%BC%EB%B2%A8%ED%94%84%EB%A6%B0%ED%84%B0-cr-1246ad-xg9u44vkjrix/
갤럭시 S20 5G 화이트 128GB 판매합니다,"130,000원",대전 서구 둔산동,4시간 전,판매중,디지털기기,둥둥,10,2,1,41,41.7°C,갤럭시 S20 5G 화이트 색상 판매합니다 상태는 사진과 같습니다 - 얇고 가벼운 디자인으로 휴대성이 좋습니다 - 삼성페이를 지원하여 편리하게 결제할 수 있습니다 사진에나와있는그대로 약잔상빼고 나머지깨끗합니다~ 네고는죄송합니다 대신제가가져다드려요,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-s20-5g-%ED%99%94%EC%9D%B4%ED%8A%B8-128gb-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-tmopvdmcg2zc/
메종키츠네 더블폭스 🥕🥕,"63,000원",대전 서구 관저1동,끌올 4시간 전,판매중,남성패션/잡화,출발,7,0,3,30,40.2°C,메종키츠네 더블 폭스 맨투맨 블랙 색상 새 제품입니다! - 부드러운 면 소재로 제작되어 착용감이 매우 좋습니다 - 편안하게 입을 수 있는 스타일입니다 - 더블 폭스 패치가 포인트입니다 L 1 - 105 XL1 - 110 재입고 없음 직거래 신탄진 택배 3500,https://www.daangn.com/kr/buy-sell/%EB%A9%94%EC%A2%85%ED%82%A4%EC%B8%A0%EB%84%A4-%EB%8D%94%EB%B8%94%ED%8F%AD%EC%8A%A4-fza1cey7ykmh/
메종키츠네 더블폭스 🥕🥕🥕🥕,"63,000원",대전 서구 관저1동,끌올 4시간 전,판매중,남성패션/잡화,출발,7,1,2,25,40.2°C,메종키츠네의 더블 폭스 맨투맨  화이트 색상으로 어떤 스타일에도 잘 어울립니다 부드러운 면 소재로 제작되어 편안하게 착용할 수 있습니다 M 1 - 100 L  1 - 105 XL1 - 110 직거래 신탄진 택배 3500,https://www.daangn.com/kr/buy-sell/%EB%A9%94%EC%A2%85%ED%82%A4%EC%B8%A0%EB%84%A4-%EB%8D%94%EB%B8%94%ED%8F%AD%EC%8A%A4-z33623bqv8kp/
브라운 ThermoScan 5 귀체온계 IRT6510 새상품,"60,000원",대전 서구 둔산동,4시간 전,판매중,디지털기기,이당그니,6,0,0,27,38.0°C,"브라운 ThermoScan 5 귀체온계 IRT6510 새상품입니다 - 전문적인 기술력으로 매번 정확한 판독이 가능합니다 - 빠르고 부드러운 사용이 가능합니다 - 유아, 소아 및 성인에게 사용이 가능합니다",https://www.daangn.com/kr/buy-sell/%EB%B8%8C%EB%9D%BC%EC%9A%B4-thermoscan-5-%EA%B7%80%EC%B2%B4%EC%98%A8%EA%B3%84-irt6510-%EC%83%88%EC%83%81%ED%92%88-bc1vofg61xvk/
애플워치8 45mm 블랙,"210,000원",대전 서구 둔산동,끌올 4시간 전,판매중,디지털기기,물먹는하마,13,2,10,183,38.5°C,애플워치8 45mm블랙 GPS 모델 판매합니다 - 정품충전기있고 기본스트랩 외에추가스트랩3개 케이스4개 액정필름1개드립니다 - 상태는케이스와 필름끼고다녀서 매우좋습니다 - 배터리 성능은 84%입니다,https://www.daangn.com/kr/buy-sell/%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%988-45mm-%EB%B8%94%EB%9E%99-ocyr24r6874g/
삼성 갤럭시 와이드8 라이트그린,"240,000원",대전 서구 둔산동,끌올 4시간 전,판매중,디지털기기,레인첵,8,0,0,62,42.6°C,"판매목적으로 보유했기 때문에, 실사용은 거의 없습니다.구매 죽시 케이스랑 필름 붙이고 간간히 할당된 통화만 채웠습니다. 현재는 공장초기화 상태입니다. 충전기도 같이 드립니다. 충전선도 삼성거 거의 안쓴거 드립니다.",https://www.daangn.com/kr/buy-sell/%EC%82%BC%EC%84%B1-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%EC%99%80%EC%9D%B4%EB%93%9C8-%EB%9D%BC%EC%9D%B4%ED%8A%B8%EA%B7%B8%EB%A6%B0-2wgireymcbo4/
도프제이슨 카우하이드 싱글 가죽 자켓,"120,000원",대전 서구 둔산동,4시간 전,판매중,남성패션/잡화,둔산동JK,7,0,1,15,40.5°C,도프제이슨 카우하이드 싱글 가죽 자켓입니다 사이즈는 이미지 참고 부탁드립니다 - L 사이즈이며 100~105 정도 됩니다 - 실착 4회한 신품급 상태 입니다 - 정가대비 워낙 저렴하게 판매하기에 네고는 정중히 사양합니다^^,https://www.daangn.com/kr/buy-sell/%EB%8F%84%ED%94%84%EC%A0%9C%EC%9D%B4%EC%8A%A8-%EC%B9%B4%EC%9A%B0%ED%95%98%EC%9D%B4%EB%93%9C-%EC%8B%B1%EA%B8%80-%EA%B0%80%EC%A3%BD-%EC%9E%90%EC%BC%93-fjdjf8ngzefr/
EPOS 로봇 & 삼성 갤럭시탭A SM-T280,"200,000원",대전 서구 둔산동,끌올 4시간 전,판매중,디지털기기,캐럿당근,8,0,4,150,63.0°C,"EPOR·S Educational Programming Oriented Robot·S와 삼성 갤럭시탭A SM-T280입니다 로봇은 Made in Korea, XBOT Co 제품입니다 갤럭시탭A는 177.7 mm, 16GB, Wi-Fi 모델입니다",https://www.daangn.com/kr/buy-sell/epos-%EB%A1%9C%EB%B4%87-%EC%82%BC%EC%84%B1-%EA%B0%A4%EB%9F%AD%EC%8B%9C%ED%83%ADa-sm-t280-vodb8k87awk2/
캐나다구스 조끼 패딩 [정품],"300,000원",대전 서구 둔산동,4시간 전,판매중,남성패션/잡화,이차장,5,0,3,73,39.6°C,가품 절대 안씀니다 정품 확실하고 사이즈는 S 95~100입니다 상태도 좋아서 실사진을 안찍었는데 원하시면 사진 보내드립니다,https://www.daangn.com/kr/buy-sell/%EC%BA%90%EB%82%98%EB%8B%A4%EA%B5%AC%EC%8A%A4-%EC%A1%B0%EB%81%BC-%ED%8C%A8%EB%94%A9-%EC%A0%95%ED%92%88-fgjuug2fob8p/
후지필름 X-T4 XF 18-55mm 렌즈킷 블랙,"1,400,000원",대전 서구 둔산동,끌올 4시간 전,판매중,디지털기기,우하하,14,0,23,329,37.0°C,"후지필름 X-T4 미러리스 카메라와  XF 18-55mm 렌즈킷입니다.  바디와 렌즈 모두 블랙 색상 가죽 케이스 와. 스몰리그 L 플레이트 포함 판매합니다. 바디는 박스 및 기본 구성품 포함이며 렌즈는 별도로 구매해서  박스는 없네요 알루미늄 사각후드와 기본 후드 포함입니다. 스트랩이 장착되어 있습니다.  셔터수는 1만컷 미만이며, 전체적으로 사용감이 적고 깨끗한 상태를 유지하고 있으나.  바디 각 모서리 부분  후지필름의 고질적인 모서리 칠벗겨짐 조금씩 있습니다. 현재는 스킨작업해서. 깔끔한 상태입니다.",https://www.daangn.com/kr/buy-sell/%ED%9B%84%EC%A7%80%ED%95%84%EB%A6%84-x-t4-xf-18-55mm-%EB%A0%8C%EC%A6%88%ED%82%B7-%EB%B8%94%EB%9E%99-d71ikvhvmgqb/
디올 클러치 [정품],"390,000원",대전 서구 둔산동,4시간 전,판매중,남성패션/잡화,이차장,6,0,2,11,39.6°C,확실한 정품입니다 정가품 문의는 시간낭비니 하지 말아주세요 제가 가방이 많아서 여러개 돌아가며 사용하기때문에 사용감 별로 없고 상태 좋습니다 티 안나는 작은 하자가 있는데 메탈로 DIOR 로가 붙어있는데 R자가 떨어졌어요 매장가면 AS가 되지않을까 싶습니다 저는 딱히 신경 쓰이지않아서 그냥 사용했습니다 그래서 싸게 팔고요 사이즈는 작은거 아니고 큰 사이즈라 수납도 좋습니다,https://www.daangn.com/kr/buy-sell/%EB%94%94%EC%98%AC-%ED%81%B4%EB%9F%AC%EC%B9%98-%EC%A0%95%ED%92%88-jze8nb537b97/
삼성 Portable SSD T5 1TB 외장하드 새제품 (미개봉),"234,000원",대전 서구 둔산동,끌올 4시간 전,판매중,디지털기기,페어웨이,7,0,6,94,71.6°C,삼성 Portable SSD T5 1TB 새제품 (미개봉) 외장 하드 외장 SSD  - USB 3.1 C type 빠른 데이터 전송 가능 - 최대 540 MB/s의 전송 속도 제공 - USB 케이블 포함 - 작고 가벼운 디자인으로 휴대성이 좋음 - 크기 74 * 57.3 * 10.5 mm - 보관용 정품 파우치 포함,https://www.daangn.com/kr/buy-sell/%EC%82%BC%EC%84%B1-portable-ssd-t5-1tb-%EC%99%B8%EC%9E%A5%ED%95%98%EB%93%9C-%EC%83%88%EC%A0%9C%ED%92%88-%EB%AF%B8%EA%B0%9C%EB%B4%89-zt88rgxxv1tf/
브라운 시리즈8 스테이션 셋 팝니다.,"113,000원",대전 서구 둔산동,끌올 5시간 전,판매중,디지털기기,jh,8,0,0,38,36.6°C,사진 구성품대로 드리구요  면도기본체(면도날 1달전 교체함)+케이스+클린앤차지 스테이션+세정액1개 입니다.,https://www.daangn.com/kr/buy-sell/%EB%B8%8C%EB%9D%BC%EC%9A%B4-%EC%8B%9C%EB%A6%AC%EC%A6%888-%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98-%EC%85%8B-%ED%8C%9D%EB%8B%88%EB%8B%A4-q1mz38gut4qq/
갤럭시탭 s10울트라 / s9울트라 삼성 정품 키보드케이스,"160,000원",세종시 산울동,5시간 전,판매중,디지털기기,고양이가세상을구한다,6,1,3,41,99.0°C,"s10 s9 울트라 둘 다 호환됩니다. 탭 구매하면서 받았으나, 최근 노트북을 구매해 키보드케이스는 더이상 사용하지 않을 것 같아 판매합니다. 실사용 별로 없어서 깨끗해요",https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C%ED%83%AD-s10%EC%9A%B8%ED%8A%B8%EB%9D%BC-s9%EC%9A%B8%ED%8A%B8%EB%9D%BC-%EC%82%BC%EC%84%B1-%EC%A0%95%ED%92%88-%ED%82%A4%EB%B3%B4%EB%93%9C%EC%BC%80%EC%9D%B4%EC%8A%A4-kj4qf7wfwt41/
"Lg 빔프로젝터 PF50KA, 애플티비 풀박스 + 삼각대 + 스크린 100인치 + 거치대","450,000원",대전 서구 둔산동,5시간 전,판매중,디지털기기,min,11,0,1,42,48.9°C,애플 Apple TV 4K 32GB A2169  LG 빔프로젝터 PF50KA 거치대 + 100인치 스크린 삼각대 - 애플티비만 풀박스에요(충전기는 사용안함) - 빔프로젝터랑 애플티비 붙여서 사용 - 사진에는 없지만 서치대 스크린 삼각대 같이 드려요 - 적당한 가격조정(에누리) 가능합니다 - 작동 확인 ⭕️ - 일괄로만 판매해요 스크린이 무거워서 가지러오셔야해요,https://www.daangn.com/kr/buy-sell/lg-%EB%B9%94%ED%94%84%EB%A1%9C%EC%A0%9D%ED%84%B0-pf50ka-%EC%95%A0%ED%94%8C%ED%8B%B0%EB%B9%84-%ED%92%80%EB%B0%95%EC%8A%A4-%EC%82%BC%EA%B0%81%EB%8C%80-%EC%8A%A4%ED%81%AC%EB%A6%B0-100%EC%9D%B8%EC%B9%98-%EA%B1%B0%EC%B9%98%EB%8C%80-2wa4ibpg2n3v/
[자급제/미개봉] 갤럭시Z플립7 완전새상품 판매 선물용가능,"1,100,000원",대전 서구 둔산동,끌올 5시간 전,판매중,디지털기기,직거래만,6,1,12,452,39.7°C,"개봉하지 않은 미개봉 새상품입니다 통신사제품이 아닌 자급제입니다. 삼성전자 공식샵 제품입니다 '단말자급제용'이라고 적혀 있어야 자급제입니다 유심넣은날로부터 A/S 2년 삼성케어는 직접 가입하실 수 있습니다 기종 : 갤럭시 Z플립7 용량 : 256G 구매가능색상 : 코랄레드 상태 : 개봉하지 않은 완전새제품 통신사,알뜰폰 상관없이 유심만넣고 바로 사용하시면 됩니다 진짜 저렴하게 판매하는거라 네고는 불가합니다 선물용으로도 가능합니다 현금인출로 거래합니다 계좌이체시 113만원 품절시 글내리겠습니다",https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EA%B0%A4%EB%9F%AD%EC%8B%9Cz%ED%94%8C%EB%A6%BD7-%EC%99%84%EC%A0%84%EC%83%88%EC%83%81%ED%92%88-%ED%8C%90%EB%A7%A4-%EC%84%A0%EB%AC%BC%EC%9A%A9%EA%B0%80%EB%8A%A5-d85umomphxen/
[자급제/미개봉] 아이폰17프로맥스 512G 판매합니다,"2,210,000원",대전 서구 둔산동,끌올 5시간 전,판매중,디지털기기,직거래만,5,7,5,316,39.7°C,"개봉하지 않은 미개봉 새상품입니다 통신사제품이 아닌 자급제입니다. 애플공식샵에서 구매한제품입니다. 기종 : 아이폰17프로맥스 (PROMAX) 용량 : 512G 구매가능색상 : 오렌지 상태 : 개봉하지 않은 완전새제품 영수증있습니다 통신사,알뜰폰 상관없이 유심만넣고 바로 사용하시면 됩니다 네고는 불가합니다 선물용으로도 가능합니다 현금인출거래합니다 계좌이체 224만원 안팔리면 업체넘깁니다",https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%95%84%EC%9D%B4%ED%8F%B017%ED%94%84%EB%A1%9C%EB%A7%A5%EC%8A%A4-512g-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-hc5p7d6uzrvw/
애플워치 SE2 44mm 셀룰러버전 미드나잇 미개봉,"250,000원",대전 중구 은행동,끌올 5시간 전,판매중,디지털기기,호호호호로,6,12,27,782,40.9°C,애플워치 se2 셀룰러버전 입니다  미드나잇색상 미개봉입니다.  사용하는 워치가 있어서 판매합니다,https://www.daangn.com/kr/buy-sell/%EC%95%A0%ED%94%8C%EC%9B%8C%EC%B9%98-se2-44mm-%EC%85%80%EB%A3%B0%EB%9F%AC%EB%B2%84%EC%A0%84-%EB%AF%B8%EB%93%9C%EB%82%98%EC%9E%87-%EB%AF%B8%EA%B0%9C%EB%B4%89-d6cq2uwr8psn/
자급제 아이폰17 256G 화이트 미개봉,"1,170,000원",대전 중구 은행동,5시간 전,판매중,디지털기기,호호호호로,6,0,0,8,40.9°C,아이폰17 256G 화이트 색상 자급제  미개봉 박스 그대로 판매합니다,https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EC%95%84%EC%9D%B4%ED%8F%B017-256g-%ED%99%94%EC%9D%B4%ED%8A%B8-%EB%AF%B8%EA%B0%9C%EB%B4%89-85kv242btrfo/
nEar 06 모니터 스피커,"130,000원",대전 유성구 봉명동,끌올 5시간 전,판매중,디지털기기,심심풀잉,5,1,2,130,39.0°C,아는 형 스튜디오에서 사용하던 모니터 스피커 한쌍 입니다 스피커 받침이랑 해서 파워 케이블 같이 드립니다,https://www.daangn.com/kr/buy-sell/near-06-%EB%AA%A8%EB%8B%88%ED%84%B0-%EC%8A%A4%ED%94%BC%EC%BB%A4-i4gkf2otbke6/
ASUS RT-BE58U WiFi 7 공유기 새제품,"97,000원",대전 서구 둔산동,끌올 6시간 전,판매중,디지털기기,가온,7,0,10,118,37.4°C,"ASUS RT-BE58U WiFi 7 공유기 새 제품입니다 - BE3600 듀얼 밴드 - 스마트 홈 네트워크, AI Protection, 자녀 보호 기능 지원 - WiFi 7 Extendable Router - RT-BE58U는 상업용 등급의 보안으로 네트워크 보안을 제공하고 안전한 WiFi 경험을 보장합니다 - RT-BE58U는 4개의 안테나로 더 많은 장치를 연결하고 더 넓은 범위를 제공합니다 새제품입니다",https://www.daangn.com/kr/buy-sell/asus-rt-be58u-wifi-7-%EA%B3%B5%EC%9C%A0%EA%B8%B0-%EC%83%88%EC%A0%9C%ED%92%88-gehgjds7iw6r/
캐드 작업용 프로그램 정리합니다 오토캐드,"102,500원",대전 서구 둔산동,끌올 6시간 전,판매중,디지털기기,타아무,5,1,2,64,36.5°C,"홈페이지 라이선스로 직접 등록해서 사용합니다. 1년, 3년 사용 가능하고 프리미엄 33, 인벤터 1년·3년도 선택 가능해요. 사용해보고 맞지 않으면 3일 이내 환불 가능, 선인증 후 결제로 안전합니다.",https://www.daangn.com/kr/buy-sell/%EC%BA%90%EB%93%9C-%EC%9E%91%EC%97%85%EC%9A%A9-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EC%A0%95%EB%A6%AC%ED%95%A9%EB%8B%88%EB%8B%A4-%EC%98%A4%ED%86%A0%EC%BA%90%EB%93%9C-2eofggq23py3/
발렌티노 버블백 스니커즈,"407,000원",대전 서구 둔산동,끌올 7시간 전,판매중,남성패션/잡화,쩐당포,9,0,1,224,49.8°C,제품명 : 발렌티노 버블백 스니커즈 모델명 : XY2S0F08 사이즈 : 270size 구성품 : 인보이스 제외 풀구성 구입시기 : 22년 리테일가 : 970.000원,https://www.daangn.com/kr/buy-sell/%EB%B0%9C%EB%A0%8C%ED%8B%B0%EB%85%B8-%EB%B2%84%EB%B8%94%EB%B0%B1-%EC%8A%A4%EB%8B%88%EC%BB%A4%EC%A6%88-iu4i9tbt6g3d/
나이키 에어포스 1 브라운,"120,000원",대전 서구 둔산동,끌올 7시간 전,판매중,남성패션/잡화,lgf,7,2,5,169,38.1°C,나이키 에어포스 1 브라운 색상입니다 한번 신어서 거의 새 상품이고 박스도 같이 포장해서 드립니다.,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B4%ED%82%A4-%EC%97%90%EC%96%B4%ED%8F%AC%EC%8A%A4-1-%EB%B8%8C%EB%9D%BC%EC%9A%B4-66kvwinw7qtx/
오사카 e패스 2일권 3매 (26년 4월 30일 만료),"73,000원",대전 서구 둔산동,끌올 7시간 전,판매중,티켓/교환권,한밭장수,5,1,4,85,39.2°C,"클룩에서 예약한 오사카 e패스 2일권 3매 판매합니다. ( e패스는 관광지 전용이고, 교통비는 안 됩니다.  교통은 지하철, 택시 등 별도 하셔야 합니다, 주유패스는 아닙니다.) 다음 경우에는 e패스가 주유패스보다 우월하니 참고바랍니다. ""숙소 중심으로 도보 이동이 대부분이고 지하철은 하루 1~2번 수준으로 좀 적게 타시는 분""이 보다 적합합니다. 반면에 하루에 이동이 분산적이며 몰아치듯이 이곳저곳 다니신다면 가격이 더 비싸더라도 주유패스를 이용하시는 것이 좋을 것 같습니다) 유효기간은 2026년 4월 30일까지로 넉넉하게 사용하실 수 있어요. 성인, 어린이 공통으로 3세 이상이면 누구나 사용 가능하며, 각 시설 1회에 한해 무료로 이용할 수 있습니다. 오사카 여행 계획 있으신 분들께 유용할 거예요.",https://www.daangn.com/kr/buy-sell/%EC%98%A4%EC%82%AC%EC%B9%B4-e%ED%8C%A8%EC%8A%A4-2%EC%9D%BC%EA%B6%8C-3%EB%A7%A4-26%EB%85%84-4%EC%9B%94-30%EC%9D%BC-%EB%A7%8C%EB%A3%8C-yza8najf4fen/
노스페이스 폴라텍 후리스 자켓 L(100),"85,000원",대전 서구 둔산동,끌올 7시간 전,판매중,남성패션/잡화,동글동글하다,8,4,16,371,37.9°C,구매후 2회착용한 제품입니다 상태 좋아요 세탁완료! L(100)사이즈입니다 싸게 가져가세요!,https://www.daangn.com/kr/buy-sell/%EB%85%B8%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4-%ED%8F%B4%EB%9D%BC%ED%85%8D-%ED%9B%84%EB%A6%AC%EC%8A%A4-%EC%9E%90%EC%BC%93-l-100-kwcoxotfinft/
하트 로고 맨투맨🥕🥕,"54,000원",대전 서구 관저1동,7시간 전,판매중,남성패션/잡화,출발,8,0,0,4,40.2°C,"남여 공용 - 부드러운 면 소재로 제작되어 편안한 착용감을 제공합니다 - 한치수 크게 나옴 S  M  L  XL - 컬러 - 화이트,블랙,네이비,그레이 택배시 3500 직거래 신탄진",https://www.daangn.com/kr/buy-sell/%ED%95%98%ED%8A%B8-%EB%A1%9C%EA%B3%A0-%EB%A7%A8%ED%88%AC%EB%A7%A8-spjw147xaog4/
새상품 남성 울 바시티 자켓 xl,"60,000원",대전 서구 둔산동,끌올 7시간 전,판매중,남성패션/잡화,동글동글하다,7,1,6,75,37.9°C,새상품입니다. 고급스럽고 따뜻한 자켓 다음주부터 더 추워진다는데 싸게 가져가세요! 투지퍼입니다^^ 네고 차단 실측  어깨 52 길이72 팔길이66 가슴131,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%82%A8%EC%84%B1-%EC%9A%B8-%EB%B0%94%EC%8B%9C%ED%8B%B0-%EC%9E%90%EC%BC%93-xl-eidwzrdgqdey/
나이키 줌보메로 265사이즈 판매,"80,000원",대전 서구 둔산동,끌올 7시간 전,판매중,남성패션/잡화,동글동글하다,6,0,3,193,37.9°C,265사이즈이구요 사용감 있습니다 세탁비제외하고 올렸습니다 싸게 가져가세요!,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B4%ED%82%A4-%EC%A4%8C%EB%B3%B4%EB%A9%94%EB%A1%9C-265%EC%82%AC%EC%9D%B4%EC%A6%88-%ED%8C%90%EB%A7%A4-g6msksbixr5i/
